show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6994,Movie,Something Wild (1986),Jonathan Demme,"Jeff Daniels, Melanie Griffith, Tracey Walter, Dana Preu, Jack Gilpin, John Waters, Ray Liotta, John Sayles",,,1986,R,114 min,Comedy,"A budding yuppie business executive in New York City gets picked up by a sexy, wacked out woman. They spend a wild weekend together. She cons him into posing as her husband. They visit her mom, attend her high school reunion, and have a violent run-in with her ex-husb- band, a psycho con just out of jail."
s6995,Movie,Snake Eater,George Erschbamer,,,,1989,R,95 min,Action,A former marine embarks on a mission to rescue his kidnapped sister.
s6996,Movie,Six Weeks,Tony Bill,"Dudley Moore, Mary Tyler Moore, Katherine Healy, Shannon Wilcox, Bill Calvert",,,1982,PG,108 min,Drama,"In this heart-warming drama, a terminally ill young girl strives to bring together her wealthy mother (Mary Tyler Moore) and a California politician (Dudley Moore), fulfilling her dream of having a family during the last six weeks of her life."
s6997,Movie,Sivappu Malli,Rama Narayanan,"Vijayakanth, Chandrashekar, Shanthi Krishna, S.S. Chandran",,,1981,18+,127 min,"Action, Drama",Sivappu Malli is a Tamil Action Film. Vijayakanth and Chandrashekar are honest factory workers who lead the fight against the Factory owner for the labourer's rights. The clash between the two sections of society reaches a level where S.S. Chandran and gang plot to eliminate Vijayakanth and Chandasekhar. They manage to do away with Chandrashekar; however Vijayakanth is too smart for them.
s6998,Movie,Sideways,Alexander Payne,"Paul Giamatti, Sandra Oh, Thomas Haden Church, Virginia Madsen, Marylouise Burke, Jessica Hecht, Missy Doty, M.C. Gainey, Patrick Gallagher, Alex Kalognomos, Joe Marinelli, Alysia Reiner, M. C. Gainey",,,2004,R,127 min,"Comedy, Drama, Romance",A struggling writer and his has-been actor best friend get into all kinds of trouble when they embark on a wine tasting tour prior to the best friend's wedding.
s6999,Movie,Server Sundaram,Krishnan-Panju,"Nagesh, R. Muthuraman, K. R. Vijaya, Major Sundarrajan, Manorama",,,1964,ALL,159 min,"Comedy, Drama",Nagesh plays the lead role in the movie. Nagesh lives a contended life of a waiter with his mother. He falls in love with K.R.Vijaya who comes frequently to the hotel he works but K.R.vijaya is not interested. Nagesh ventures into movies with the help of his friend Muthuraman. The rest of the movie is about how he excels in movies and whether he gets his ladylove.
s7000,Movie,Separate Lives,David Madden,"James Belushi, Linda Hamilton, Vera Miles, Elisabeth Moss",United States,,1995,R,102 min,"Drama, Suspense","When a murder detective (James Belushi) is asked by an attractive psychology professor to watch over her, he becomes aware of her split personality. Despite a seemingly dark side to her character, he begins to develop feelings for her, even choosing to ignore signs that point to her as a suspect in a murder case."
s7001,Movie,Secret Window,David Koepp,"Johnny Depp, John Turturro, Maria Bello, Timothy Hutton",United States,,2004,PG-13,96 min,"Horror, Suspense",A recently divorced writer living in a remote cabin is visited by a psychotic stranger who claims he plagiarized his work. Things start weird and go downhill from there as the man’s quest for retribution reaches murderous heights.
s7002,Movie,Seabiscuit,Gary Ross,"Jeff Bridges, Tobey Maguire, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, Tick Tock McGlaughlin",,,2003,PG-13,140 min,Drama,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of the nation as well.
s7003,Movie,Saturday The 13th,"Ogundoju Ojo, Musa Raji DOP","Kemi Komolafe, Jacob Moses, Marilyn Okhonfo, Temitope Faturoti, Ogundoju Ojo Opeyemi, Adeyinka Adesida, Precious Akintade, Funmilayo  Adesida, Meroyi Olamide, Bolanle Faloye",,,2021,13+,57 min,"Action, Drama",Amarachi the daughter of a medicine man and her friend was killed during an attempted rape. The father invoked the spirit of the daughter to avenge the death of the daughter and replace dead bodies of the daughter and the friend with bodies of the men that was responsible for their death.
s7004,Movie,Sanctuary,Reid Nicewonder,"Alexandra Willers, Michael Andrew Scott, Blake Logan, Fedor Steer, Shanna McLaughlin",,,2021,18+,85 min,"Horror, Science Fiction, Suspense","Four people in a high rise condo fight for their lives against a malevolent force that seeks to destroy them. But when a mysterious being in a familiar body finds them, the group discovers what's truly at stake."
s7005,Movie,Rollerball (1975),Norman Jewison,"James Caan, John Houseman, Ralph Richardson, Maud Adams, John Beck, Moses Gunn, Pamela Hensley",,,1975,R,125 min,"Action, Adventure","James Caan stars as a rollerball champ in this fast-hitting, action- packed glimpse of a future where a brutal, no-holds-barred sport takes the place of war, and murder is just part of the game."
s7006,Movie,Ring of Fire II: Blood and Steel,Richard W. Munchkin,"Maria Ford, Vince Murdocco, Don Wilson",,,1993,R,97 min,"Action, Drama",A martial-arts fighter battles murderous gang members and the henchmen of an evil underground fighting champion to save his girlfriend.
s7007,Movie,Ran (1985),Akira Kurosawa,"Tatsuya Nakadi, Akira Terao, Jinpachi Nezu, Daisuke Ryu, Mieko Harada, Hitoshi Ueki",,,1985,R,154 min,"Action, Drama","Akira Kurosawa retells Shakespeare's classic tragedy King Lear against a samurai backdrop. Lord Hidetora is a warlord who transfers his kingdom to his eldest son. A power struggle ensues, incited by his two disinherited younger sons."
s7008,Movie,Pogey Beach,Jeremy Larter,"Celia Owen, Robbie Carruthers, Ryan Cameron, Dennis Trainor",,,2019,18+,95 min,Comedy,"As the weather gets hot and the beers get cold, turn the music on and take some clothes off and head on down to Pogey Beach! The party ain't going to stop until the work starts again in the winter.. until then the money is flowing every two weeks, we may go a couple days without beer but I'm sure a bootlegger would lend a few until that beautiful Pogey check gets cashed!"
s7009,Movie,Patriot Games (4K UHD),Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, James Earl Jones, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman",United States,,1992,R,117 min,Drama,Jack Ryan is caught in the middle of a terrorist attack. Ryan helps to thwart Holmes’ assailants and becomes a local hero. But Ryan’s act marks him as a target. Now he must return to action to save his family.
s7010,Movie,Pachai Vilakku,A. Bhimsingh,"Sivaji Ganesan, Sowkar Janaki, S. S. Rajendran, C. R. Vijayakumari, A. V. M. Rajan",,,1964,13+,159 min,Drama,"Sivaji Ganesan is an engine driver whose mother dies due to lack of medical facilities. A maid servant takes care of him and his brother. She also dies due to lack of medical facilities leaving her daughter Vijayakumari. Sivaji vows to make his foster sister Vijayakumari, a doctor. How Sivaji foils an evil ploy by M.R.Radha and S.V.Ranga Rao's son forms the rest of the story."
s7011,TV Show,Outrageous Vacation Videos,,Eric Boardman,,,1999,TV-G,1 Season,Documentary,"Clip show made from home videos from people's personal collections of extreme, funny and dangerous vacations."
s7012,Movie,Orlando,Sally Potter,"Tilda Swinton, Quentin Crisp, Jimmy Somerville, John Bott, Billy Zane, Toby Jones, Toby Stephens, Simon Russell Beale, John Wood",,,1993,PG-13,94 min,"Arthouse, Drama, Science Fiction","Young nobleman Orlando is commanded by Queen Elizabeth I to stay forever young. Miraculously, he does just that. The film follows him as he moves through several centuries of British history, experiencing a variety of lives and relationships along the way, and even changing sex. Based on Virginia Woolf's highly acclaimed novel."
s7013,Movie,Oh Ship! It's a Family Trip,Jennifer Zoe Taylor,"Kelly Lind, Christopher Ramage, Otis Taylor, Hanni Fox Gerowin, Tiffany Vollmer, Delia Pirtle",,,2021,13+,76 min,Comedy,"Hannah will do whatever it takes to ensure her father's wedding never takes place. Until now, it was always Hannah and her dad against the world – but he's fallen in love with another single parent, AND she comes with a son. Blended families aren't Hannah's thing, so she concocts a plan to sink their cruise ship holiday and the wedding at the center of it all."
s7014,Movie,Nobel Son,Randall Miller,"Alan Rickman, Mary Steenburgen, Bill Pullman, Eliza Dushku, Danny DeVito, Bryan Greenberg",,,2008,R,110 min,"Comedy, Drama, Suspense","On the eve of Barkley Michaelson's father receiving the Nobel Prize, Barkley is kidnapped and the requested ransom is the $2,000,000 in Nobel Prize money. When his father refuses to pay it starts a venomous tale of familial dysfunction, lust, betrayal and ultimately revenge."
s7015,Movie,Mud Flat Murders,Elena Altman,"Amanda Spencer, Paul Thomas Williams Jr., Brian Ruthruff, Linnea Peery, Alan Zeichner",,,2021,16+,59 min,Suspense,"Thriller about a detective on a mission to solve murders around town, but jealousy about his best friend's new love life, and a racist streak get in the way."
s7016,Movie,Mud,Jeff Nichols,"Matthew McConaughey, Tye Sheridan, Jacob Lofland, Sam Shepard, Reese Witherspoon",,,2013,PG-13,131 min,"Drama, Suspense","MUD is a timeless adventure about two boys, Ellis and his best friend Neckbone, who find a mysterious man named Mud (McConaughey) hiding out on a deserted island in the Mississippi."
s7017,Movie,Monstrosity,Joseph V. Mascelli,"Marjorie Eaton, Frank Gerstle, Frank Fowler, Erica Peters",,,1963,13+,65 min,Horror,"A scientist Dr. Frank (Frank Gerstle) uses atomic power in attempting a revolutionary brain transplant. An old woman, Mattie March (Marjorie Eaton) hires three foreign housekeepers with the idea of transplanting her brain into a sexy young woman's body."
s7018,Movie,Mastermind,Azita Mougouie,"Bahram Radan, Merila Zarei, Hanieh Tavasoli, Pejman Jamshidi, Mehrdad Sedghian, Andrea Machalkido",,,2019,13+,94 min,Drama,Iran and Spain have come to an agreement on a big project in Hendurabi Island in the south of Iran. A lot of companies and persons are greedy to win the bid.
s7019,Movie,Machete,"Robert Rodriguez, Ethan Maniquis","Danny Trejo, Steven Seagal, Michelle Rodriguez, Jeff Fahey, Cheech Marin, Lindsay Lohan, Don Johnson, Jessica Alba, Robert De Niro",,,2010,R,105 min,"Action, Drama, Suspense",HD. A former Mexican federale unleashes his vengeful fury on both sides of the border in this throwback to '70s exploitation cinema.
s7020,TV Show,Lovespring International,,"Mystro Clark, Jennifer Elise Cox, Jane Lynch, Wendi McLendon-Covey, Sam Pancake, Jack Plotnick",,,2006,TV-14,1 Season,TV Shows,"When a new client with great feet seeks Steve's help, he must fight to control his foot fetish urges or lose his license to practice psychology."
s7021,Movie,Live Hard,Wook Hwang,"Jung Joon-Oh, Young Jin-Jo",,,2021,18+,100 min,Drama,"Chul, Seop, and Deok-kyu are desperate for just one performance, but even being on a club stage is hard. Im-Jae, the freewheeling leader of the band always disappears. Deok-kyu who makes a living with rap wants to play only the blues, but people no longer"
s7022,Movie,La Bamba,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosana De Soto, Elizabeth Pena, Danielle Von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Brian Setzer, Rosanna Desoto",,,1987,PG-13,109 min,Drama,The story of rocker Ritchie Valens - an LA teenager whose rising musical star was hitched to a fateful winter 1959 tour with Buddy Holly. Winning soundtrack by Los Lobos.
s7023,TV Show,KUNTERGRAU,,,,"August 1, 2021",2020,16+,3 Seasons,"Drama, LGBTQ, Romance","Jan, Noah, Marcel, Leopold and Lukas manage their daily lives in the big city until a homophobic attack strikes them to the core. Suddenly all that's left is their friendship, which is the only thing left keeping their world from falling apart entirely."
s7024,Movie,Killer Queen,Ramin Fahrenheit,"Fatima Maziani, Ramin Fahrenheit, Aleksandra Maslennikova, Rouzbeh Jahanbazi, John Spataro, Martha Breen, Jessie Yang",,,2019,16+,84 min,"Arthouse, Horror, Suspense","Killer Queen is a Grainy Descent into Madness that calls back to the days of Grindhouse Cinema. Shot on Super8, this Horror-Thriller-Psychodrama shows a troubled girl whose reality is filled with visions of murder that she isn't all that certain are real."
s7025,Movie,In Her Shoes,Curtis Hanson,"Cameron Diaz, Toni Collette, Shirley MacLaine, Mark Feuerstein",,,2005,PG-13,130 min,Comedy,HD. Two sisters who have only one thing in common – their shoe size – have a falling out that leads both in surprising new directions.
s7026,Movie,Hit A Lick,"Tye Banks, Heidi Lawson","J. Alphonse Nicholson, Luray Cooper, Tray Chaney, Tye Banks, Heidi Lawson",,,2020,18+,92 min,"Action, Drama",A middle-aged ex-con hired to manage his nephew's fledgling music career is caught between working for and taking down the neighborhood's crime boss.
s7027,Movie,Hills Of Utah,John English,"Gene Autry, Champion, Elaine Riley",,,1951,7+,70 min,"Special Interest, Western",Gene Autry returns to the town where his father was murdered and finds a mine owner and cattleman feuding. Things get complicated when a boy dies and the mine owner comes gunning for Gene.
s7028,Movie,Herschel And The Music Of The Stars,Percy Adlon,"Rolf Illig, Josef Meinrad",,,1986,16+,101 min,"Drama, Historical","In a July afternoon of 1792 Joseph Haydn, the most famous composer of his time, moves from Vienna to Windsor Castle to see the ""Miracle of Slough"". It is a new kind of telescope, as high as a church tower, invented by the astronomer Friedrich William Herschel, the discoverer of Uranus."
s7029,Movie,Her Desperate Choice,Michael Scott,"Faith Ford, Kyle Secor, Hanna Hall, Nigel Bennett, Lynne Cormack",,,1996,13+,92 min,Drama,"When her abusive ex-husband wins custody of her daughter, Jody Murdoch realizes the only way to keep her safe is to kidnap her and start a new life on the run. But will mother and dauther ever find safety and happiness as they flee from town to town?"
s7030,Movie,Finding Ophelia,Stephen Rutterford,"Jimmy Levar, Christina Chu-Ryan, Ira Grossman, Alexandra Lyon",United States,,2021,16+,73 min,"Romance, Suspense",Finding the girl of your dreams can be a nightmare.
s7031,Movie,Father to Son,Hsiao Ya-chuan,"Michael JQ Huang, Fu Meng-po, Aria Wang, Kaiser Chuang",,,2018,13+,116 min,Drama,A man suffering from a serious illness decides to go to Japan to look for his father who abandoned him 50 years ago.
s7032,Movie,Erotic Fire of The Unattainable,Frank Vitale,"Gay Walley, Craig Braun, Sally Engel, George Sibley, Steve Starr",,,2021,16+,81 min,"Drama, Romance","A sixty-year-old New York city writer uses the men in her romantic life as muses for her latest novel, however, when the deeper she gets in her work the more complicated her love life becomes."
s7033,Movie,Emerald Run,Eric Etebari,"David Chokachi, Yancy Butler, Sean Burgos, Michael Pare, Chris Mulkey, John Schneider, Vernon Wells, Steven Williams, Stephen Cloud, Jonathan Jose Quintana, Adam Gifford, Manuel Soro, Marialisa Caruso, Anthony Caruso",United States,,2021,16+,90 min,"Action, Drama, Suspense","From emotional turmoil in medical conflict to the intrigue of Sicilian mafia activity in collaboration with Mexican cartels, the varied relationships constructed by these engaging storylines make for a lively depiction of a man's exaggerated reality."
s7034,Movie,Elektra,Rob Bowman,"Jennifer Garner, Goran Visnjic, Will Yun Lee, Cary-Hiroyuki Tagawa, Terence Stamp",,,2005,PG-13,100 min,Action,HD. Jennifer Garner electrifies as an assassin whose change of heart leads her into a war against evil in this follow-up to 'Daredevil.'
s7035,Movie,Dust,Milcho Manchevski,"David Wenham, Joseph Fiennes, Anne Brochet, Adrian Lester",,,2002,R,124 min,"Action, Adventure, Drama",Two separate stories are intricately woven throughout this unique film of friendship and love.
s7036,Movie,Dear Mr. Gacy,Svetozar Ristovski,"William Forsythe, Jesse Moss, Emma Lahana",,,2010,R,103 min,"Horror, Suspense","A chilling true story about the bizarre correspondence between an ambitious criminology student (Jesse Moss) and John Wayne Gacy (William Forsythe), a convicted serial killer."
s7037,TV Show,Deadbeat,,"Tyler Labine, Cat Deeley, Brandon T. Jackson, Lucy DeVito",,"August 1, 2021",2015,TV-14,2 Seasons,Comedy,"Medium-for-hire Pac is back in DEADBEAT Season 2. A romance is brewing between him and the recently deceased Sue, adding a new complication to his hapless, stoner existence. When phony celebrity medium Camomile White catches wind of Pac's secret, she blackmails Pac into doing her bidding. Is the jig up for Pac's new romance? How many ghosts will Pac have to help to protect his secret?"
s7038,Movie,Dawn of the Beast,Bruce Wemple,"Adrian Burke, Ariella Mastroianni, Grant Schumacher, Anna Shields, Lejon Woods, Chris Cimperman, Willard Morgan, Francesca Anderson",United States,,2021,16+,83 min,"Horror, Suspense","A group of graduate students get more than they bargained for while searching for the legendary Bigfoot. Not only is he real, but there's something far more evil lurking in the shadows, the Wendigo."
s7039,TV Show,Con Man,,"Alan Tudyk, Jack Donner, Nathan Fillion, Alison Haislip, Vik Sahay, Merrin Dungey, Echo Kellum, Beth Grant, Carol Mansell",,,2017,TV-MA,2 Seasons,Comedy,"Jack Moore (Nathan Fillion) is determined to usher Spectrum: The Movie into existence, but Wray Nerely (Alan Tudyk) fears he'll never break out of his pigeonhole as a character actor if he doesn't land a more commercial role first. Enter this fall's hottest new show: Doctor Cop Lawyer."
s7040,Movie,Céleste,Percy Adlon,"Eva Mattes, Jürgen Arndt, Norbert Wartha",,,1984,16+,106 min,"Arthouse, Drama","Marcel Proust hired Céleste Albaret as his attendant. More than eight years later, she was at his side when he died. During this entire time, she only entered his room when he rang for her, sleeping from 9 AM to 3 PM to wait during the night while he wrote."
s7041,Movie,Caught,Maggie Kiley,"Anna Camp, Stefanie Scott, Sam Page, Amelia Rose Blaire",,,2015,UNRATED,84 min,Suspense,"Inspired by a true story, a desperate housewife kidnaps her husband's teenage mistress as a prank, but her plans soon spiral out of control."
s7042,Movie,Catch Me If You Can,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada",,2002,PG-13,141 min,Suspense,"From three-time Oscar winning director Steven Spielberg, Catch Me If You Can follows Frank W. Abagnale, Jr. as he successfully passes himself off as a pilot, a lawyer and a doctor - all before his 21st birthday!"
s7043,Movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,"Sacha Baron Cohen, Pamela Anderson, Ken Davitian, Luenell, Bob Barr, David Corcoran, Mitchell Falk, Alan Keyes","United States, United Kingdom, Kazakhstan",,2006,R,84 min,Comedy,"Kazakh TV personality Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat blunders through his epic road trip!"
s7044,Movie,Blondie Brings Up Baby,Frank R. Strayer,"Penny Singleton, Arthur Lake",,,1939,ALL,72 min,Comedy,"When Baby Dumpling plays hooky from school to search for his lost dog Daisy, Dagwood goes looking for him and gets arrested for kidnapping."
s7045,Movie,Blondie,Frank R. Strayer,"Penny Singleton, Arthur Lake",,,1938,ALL,72 min,Comedy,Guest appearance by Rita Hayworth. Blondie is anxious to balance her household budget and at the time dig up $200 for a fur coat.
s7046,TV Show,Bite Me,,"Yousef Abu-Taleb, Justin Giddings, Ryan Welsh, Dani Lennon, Risdon Roberts",,,2012,TV-MA,1 Season,"Comedy, Horror","Jeff, Mike and Greg have survived so far but what happens next as they fight to find somewhere safe to stay and deal with those who may have nefarious plans?"
s7047,Movie,Biker Chicz TV Series: Laconia Bike Week (Pilot Episode 1),,"Lucky Belcamino, Shel Demerle, Emily Savard, Lydia Shver, Gloria Pearce, Lauren Bateman, Dawn Hawkins, Annie Concemi",,,2010,16+,22 min,"Documentary, Special Interest","In episode 1 in the Biker Chicz TV Series, the East Coast Biker Chicks MC ride to Laconia Bike Week in Laconia, NH. This television pilot was produced by Edward Winterhalder, who is the world's leading authority on motorcycle clubs and the outlaw biker lifestyle; his eleven books about the culture are sold all over the world and published in multiple languages."
s7048,Movie,Ballast,Lance Hammer,"Tarra Riggs, Micheal J. Smith Sr., JimMyron Ross",,,2008,,96 min,"Drama, Suspense","A drama set in the Mississippi delta, where one man's suicide affects three people's lives."
s7049,TV Show,Ascension,,"Brandon P. Bell, Tricia Helfer, Brian Van Holt, Ryan Robbins, Al Sapienza, Tiffany Lonsdale, Andrea Roth, Jacqueline Byers, Ellie O'Brien, PJ Boudousque, Gil Bellows, Lauren Lee Smith",,,2015,TV-MA,1 Season,"Drama, Science Fiction","In 1963, the U.S. government launched a covert space mission sending hundreds of men, women and children on a century-long voyage aboard the starship Ascension to populate a new world. Nearly 50 years into the journey, as they approach the point of no return, a mysterious murder of a young woman causes the ship's population to question the true nature of their mission."
s7050,Movie,Annie Hall,Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane, Paul Simon, Shelley Duvall, Janet Margolin, Christopher Walken",,,1977,PG,93 min,Comedy,Woody Allen is in prime form in this celebrated comedy and 1977 Best Picture Oscar-winner in which he portrays a highly neurotic comedy writer who falls head-over-heels in love with a naive small-town girl (Diane Keaton) who aspires to be a singer.
s7051,Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,"Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews",,,2016,UNRATED,92 min,"Action, Adventure, Kids","Annabelle Hooper is a young mystery writer in search of a story for her future best-selling novel. On a family vacation in Nantucket, she uncovers a 200 year-old mystery that provides Annabelle with the inspiration she's been seeking."
s7052,Movie,American Experience: The Poisoner's Handbook,Rob Rapley,,,,2014,16+,113 min,"Documentary, Special Interest","In 1918, New York City hired its first scientifically trained medical examiner Charles Norris. Over the course of a decade and a half, Norris and his extraordinarily driven and talented chief toxicologist, Alexander Gettler, would turn forensic chemistry into a formidable science, sending many a murderer to the electric chair and setting the standards for the rest of the country."
s7053,Movie,All About Steve,Phil Traill,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong, Dj Qualls, Howard Hesseman, Keith David, Beth Grant",,,2009,PG-13,99 min,Comedy,"The Proposal's Sandra Bullock, Oscar nominee Thomas Haden Church, and The Hangover's Bradley Cooper star in a hilarious tale of a woman who, after falling hard for a guy, thinks they're an item; unfortunately, he thinks she's stalking him!"
s7054,Movie,A Bucket Of Blood,Roger Corman,"Dick Miller, Barboura Morris, Antony Carbone, Bert Convey",,,1959,13+,65 min,"Comedy, Drama","A dim-witted busboy, Walter Paisley (Dick Miller) at a beatnik cafe finds acclaim as an artist for a plaster-covered dead cat that is mistaken as a skillful statuette. The desire for more praise soon leads to an increasingly deadly series of works."
s7055,Movie,21,Robert Luketic,"Jim Sturgess, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Josh Gad, Sam Golzari, Laurence Fishburne, Kevin Spacey",,,2008,PG-13,123 min,"Drama, Suspense","Academy Award Winner Kevin Spacey (The Usual Suspects) and young Hollywood super star Kate Boswoth (Superman Returns) star in this clever & adreniline filled heist film. An MIT math whiz is recruited by a teacher to join a specialized team of card counters. They break away from their mentor before casino security finally catches up with them. Based on book ""Bringing Down the House."" It co-stars.."
s7056,Movie,Zombie For Sale,Lee Min-Jae,"Se-ah Jang, Jae-yeong Jeong, Garam Jung",,,2019,18+,112 min,"Comedy, Horror","When the illegal human experiments of Korea's biggest Pharmaceutical company go wrong, one of their test subjects escapes and ends up in a shabby gas station owned by the Park family - a band of misfits who hustle passers-by to make ends meet. When they uncover their undead visitor, the family then hatch a plan to exploit this allowing locals to pay to be bitten too, until things go wrong..."
s7057,Movie,Warlock,Steve Miner,"Julian Sands, Lori Singer, Richard E. Grant",,,1991,R,103 min,"Action, Horror","A warlock and witch-hunter time travel from the 1600s to the 1990s, as the warlock searches for ultimate control of Satan's Bible and the destruction of all creation."
s7058,Movie,Twilight's Last Gleaming,Robert Aldrich,"Burt Lancaster, Joseph Cotten, Burt Young, Paul Winfield",,,1977,R,144 min,"Drama, Suspense","A renegade USAF general, Lawrence Dell, escapes from a military prison and takes over an ICBM silo near Montana and threatens to provoke World War 3 unless the President reveals details of a secret meeting held just after the start of the Vietnam War between Dell and the then President's most trusted advisors."
s7059,Movie,Three Wise Guys,Robert Iscove,"Eddie McClintock, Tom Arnold, Katey Sagal, Jodi Lyn O'Keefe, Judd Nelson",,,2005,16+,86 min,Comedy,"""Twas the night before Christmas"" and Murray Crown, owner of the Regal Crown Casino, is spreading anything but Chrismas cheer. To keep his accountant, Leo, from ratting him out to the feds, Murray hires three hit men, wise guys, to shut him up."
s7060,Movie,The Florentine,Nick Stagliano,"Jeremy Davies, Virginia Madsen, Luke Perry, Mary Stuart Masterson",United States,,1999,R,104 min,"Comedy, Drama",A seedy slice of life story of a bartender in a Pennsylvania steel town that finds his life full of characters struggling to find their own place in the world and happiness along the way.
s7061,Movie,Sharktopus,Declan O'Brien,"Eric Roberts, Hector Jimenez",,,2010,13+,89 min,"Action, Horror, Science Fiction","It is known as S-11, a diabolical hybrid of shark and octopus created by genetic scientist Nathan Sands, and it is the U.S. Navy's next super-weapon."
s7062,Movie,Sankar Guru,Raja,"Arjun, Seetha, Sasikala, Baby Shalini, Senthil, Senthamarai",,,1987,ALL,128 min,"Action, Drama",Arjun is an energetic hard working youth who leaves no stone unturned to fight for justice. He gets into the wrong books of Senthamarai who is the local bigwig. After twists and turns Arjun becomes a cop. He meets Baby Shalini who had lost her father. Arjun vows to find her father. How Arjun opposes Senthamarai and finds Baby Shalini's father forms the rest of the story.
s7063,Movie,Blood Brother,John Pogue,"Trey Songz, Jack Kesy, China Anne McClain, Lindsay Musil, Fetty Wap",,,2018,R,85 min,"Drama, Suspense","Jake goes to prison to protect his friends and his best friend Chris turns his life around to become a police officer. When Jake is released after 15 years, he seeks revenge."
s7064,Movie,Berlin I Love You,"Dianna Agron, Peter Chelsom, Claus Clausen, Fernando Eimbcke, Justin Franklin, Dennis Gansel, Dani Levy, Stephanie Martin, Josef Rusnak, Til Schweiger, Massy Tadjedin","Keira Knightley, Helen Mirren, Luke Wilson, Jim Sturgess, Mickey Rourke, Jenna Dewan, Hayden Panettiere, Emily Beecham, Dianna Argon, Diego Luna",,,2019,R,120 min,Romance,"Keira Knightley, Helen Mirren, Jim Sturgess, and Diego Luna head an all-star cast in this sparkling film that weaves ten stories of romance set against the backdrop of Berlin."
s7065,Movie,Assassin's Game,Anoop Rangi,"Tom Sizemore, Vivica A. Fox, Bai Ling, Mark Mikita, Chris Jai Alex, Melissa Mars, Vincent Mentry, Omari Washington, Jordan Cann, Tripp Law",,,2015,R,83 min,"Action, Adventure","When a team of assassins botches a hit, legendary hitman Vet Jones gets an ultimatum from his former boss - kill the target or his son dies."
s7066,Movie,Tumbledown,Sean Mewshaw,"Rebecca Hall, Jason Sudeikis, Dianna Agron, Blythe Danner, Griffin Dunne, Joe Manganiello, Richard Masur",,,2016,R,103 min,Comedy,"When a music scholar (Jason Sudeikis) and the protective widow (Rebecca Hall) of an acclaimed singer collaborate on a book, their stormy partnership blossoms into an unexpected connection."
s7067,Movie,Tracers,Daniel Benmayor,"Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron",United States,,2015,PG-13,94 min,"Action, Suspense","Cam (Taylor Lautner) is in trouble with the mob. To pay off his debt, he joins a crew that uses parkour to pull off heists - but he must use every ounce of skill to stay alive."
s7068,Movie,The Taunting,Stephen Kadwell,"Maraim Sobh, Matthew Tucker, Zach Roberson, Tony Recktenwald, Tyler Davis, Stevie Shale, Ross Magyar",,,2021,13+,44 min,Horror,Four Friends spend the weekend in at a haunted bed an breakfast but are too self absorbed to really notice.
s7069,Movie,The Rainbow (1989),Ken Russell,"Sammi Davis, Amanda Donohoe, David Hemmings, Glenda Jackson",,,1989,R,111 min,"Action, Adventure, Drama",A young woman deals with the trials of adolescence and young adulthood in early 1900s England.
s7070,Movie,The Confirmation,Bob Nelson,"Clive Owen, Jaeden Lieberher, Maria Bello, Robert Forster, Tim Blake Nelson, Patton Oswalt",,,2016,PG-13,101 min,"Comedy, Drama","Clive Owen shines in this irresistible comedy about an estranged father and son, whose weekend adventure leads to something they never imagined: a true family connection."
s7071,Movie,Tapped Out,Allan Ungar,"Michael Biehn, Martin Kove, Krzysztof Soszynski, Anderson ""The Spider"" Silva, Lyoto ""The Dragon"" Machida, Nick Bateman, Jerry A. Ziler",,,2014,R,108 min,"Action, Adventure, Drama",An orphaned teenager does community service at a rundown Karate school and trains to face the man who killed his parents.
s7072,Movie,Sixer,Chachi,"Vaibhav Reddy, Palak Lalwani, Sathish, Radha Ravi, Ilavarasu",,,2019,ALL,129 min,"Comedy, Romance","A site engineer, who suffers from night blindness, gets into trouble when he is mistaken for the leader of a protest group by a goon. His life becomes even more complicated after he falls in love."
