Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10766,Warehouse_MIA,Phoenix,LaserShip,17/05/2023,21/05/2023,10.8,125.78,Delivered,912,4
SH10767,Warehouse_LA,Dallas,FedEx,16/01/2023,21/01/2023,48.5,261.64,Delivered,1435,5
SH10768,Warehouse_MIA,Chicago,DHL,24/08/2023,29/08/2023,57.5,257.6,Delayed,1260,3
SH10769,Warehouse_DEN,New York,USPS,06/07/2023,10/07/2023,13.6,204.17,Delivered,1646,4
SH10770,Warehouse_CHI,Boston,UPS,15/04/2023,21/04/2023,7.7,284.59,Delivered,2012,6
SH10771,Warehouse_CHI,Detroit,FedEx,16/08/2023,18/08/2023,41.8,84.62,Delivered,283,2
SH10772,Warehouse_LA,San Francisco,USPS,01/06/2023,04/06/2023,43.9,222.74,Delivered,1342,3
SH10773,Warehouse_SEA,Phoenix,UPS,29/07/2023,04/08/2023,30,266.62,Delivered,2030,6
SH10774,Warehouse_SEA,New York,DHL,11/04/2023,27/04/2023,73.6,437.29,Delayed,2241,6
SH10775,Warehouse_MIA,Miami,LaserShip,02/11/2023,07/11/2023,23.2,51.9,Delivered,147,5
SH10776,Warehouse_SF,Chicago,Amazon Logistics,09/09/2023,13/09/2023,23.2,191.94,Delivered,1277,4
SH10777,Warehouse_ATL,Boston,UPS,01/10/2023,13/10/2023,38,108.83,Delayed,527,2
SH10778,Warehouse_BOS,Portland,OnTrac,26/09/2023,30/09/2023,12.8,147.18,Delivered,1012,4
SH10779,Warehouse_ATL,Portland,USPS,24/02/2023,27/02/2023,103.4,226.95,Delivered,779,3
SH10780,Warehouse_ATL,Chicago,Amazon Logistics,12/10/2023,21/10/2023,44.1,319.84,Delivered,2372,9
SH10781,Warehouse_SF,Dallas,LaserShip,22/12/2023,26/12/2023,22.3,223.83,Delivered,1234,4
SH10782,Warehouse_NYC,Houston,OnTrac,03/12/2023,07/12/2023,17.3,218.41,Delivered,1246,4
SH10783,Warehouse_BOS,Dallas,LaserShip,16/08/2023,19/08/2023,19.3,147.73,Delivered,1068,3
SH10785,Warehouse_ATL,Denver,LaserShip,01/02/2023,05/02/2023,34,193.6,Lost,1192,4
SH10786,Warehouse_DEN,Dallas,DHL,20/04/2023,24/04/2023,18.6,144.95,Returned,923,4
SH10787,Warehouse_ATL,Houston,DHL,18/02/2023,21/02/2023,16.9,208.26,Delivered,1434,3
SH10788,Warehouse_BOS,Phoenix,LaserShip,25/11/2023,02/12/2023,36.9,307.4,Delivered,1682,7
SH10789,Warehouse_LA,Dallas,OnTrac,26/04/2023,30/04/2023,26.3,200.48,Delivered,1435,4
SH10790,Warehouse_LA,Denver,FedEx,03/04/2023,08/04/2023,12.5,326.12,Delivered,2386,5
SH10791,Warehouse_NYC,Los Angeles,FedEx,29/08/2023,02/09/2023,6.8,155.95,Delivered,1007,4
SH10792,Warehouse_MIA,New York,UPS,28/06/2023,02/07/2023,15.4,238.58,Delivered,1636,4
SH10793,Warehouse_ATL,Boston,LaserShip,02/10/2023,17/10/2023,46.9,180.87,Delayed,993,3
SH10794,Warehouse_MIA,Detroit,LaserShip,03/05/2023,07/05/2023,19.2,132.01,Delivered,810,4
SH10796,Warehouse_LA,Chicago,Amazon Logistics,21/08/2023,25/08/2023,12.4,228.09,Delivered,1640,4
SH10797,Warehouse_HOU,Seattle,DHL,20/06/2023,24/06/2023,9.7,233.83,Delivered,1517,4
SH10798,Warehouse_HOU,Minneapolis,Amazon Logistics,10/05/2023,16/05/2023,12.3,306.2,Delivered,2458,6
SH10800,Warehouse_HOU,Miami,UPS,12/06/2023,17/06/2023,9.9,282.29,Delivered,2114,5
SH10801,Warehouse_SF,Boston,Amazon Logistics,01/06/2023,07/06/2023,24.8,213.13,Delivered,1683,6
SH10802,Warehouse_DEN,Dallas,USPS,27/10/2023,29/10/2023,4.6,44.35,Delivered,345,2
SH10803,Warehouse_MIA,Detroit,OnTrac,31/03/2023,06/04/2023,4.8,287.6,Delivered,2470,6
SH10805,Warehouse_HOU,Chicago,UPS,08/02/2023,15/02/2023,40.1,104.23,Delayed,428,2
SH10806,Warehouse_MIA,Chicago,Amazon Logistics,22/02/2023,28/02/2023,38.4,276.83,Delivered,1780,6
SH10807,Warehouse_SF,Seattle,USPS,11/08/2023,16/08/2023,30.3,247.69,Delivered,2049,5
SH10808,Warehouse_SEA,Phoenix,FedEx,25/12/2023,03/01/2024,14.1,430.99,Delivered,2363,9
SH10809,Warehouse_SEA,Chicago,OnTrac,26/11/2023,03/12/2023,6.2,314.26,Delivered,2315,7
SH10810,Warehouse_MIA,Detroit,Amazon Logistics,31/03/2023,03/04/2023,51.8,231.8,Delivered,1415,3
SH10811,Warehouse_MIA,Chicago,USPS,08/09/2023,11/09/2023,24.6,87.65,In Transit,454,3
SH10812,Warehouse_MIA,Portland,LaserShip,02/11/2023,04/11/2023,18.4,151.67,Delivered,862,2
SH10813,Warehouse_DEN,Boston,OnTrac,26/11/2023,02/12/2023,14.5,301.8,Delivered,1889,6
SH10814,Warehouse_NYC,Los Angeles,LaserShip,19/08/2023,22/08/2023,14.7,124.34,Delivered,909,3
SH10815,Warehouse_CHI,Portland,LaserShip,25/09/2023,27/09/2023,46.3,140.84,Delivered,675,2
SH10816,Warehouse_BOS,New York,LaserShip,24/11/2023,28/11/2023,17,113.42,Lost,677,4
SH10817,Warehouse_ATL,Phoenix,USPS,07/11/2023,12/11/2023,36.1,234.42,Delivered,1315,5
SH10818,Warehouse_CHI,Seattle,LaserShip,21/09/2023,23/09/2023,57.5,82.81,Delivered,105,2
SH10819,Warehouse_LA,New York,USPS,13/11/2023,18/11/2023,25.2,283.73,Delivered,1791,5
SH10820,Warehouse_HOU,Houston,USPS,24/07/2023,29/07/2023,97.3,286.39,Delivered,1778,5
SH10821,Warehouse_ATL,Miami,USPS,12/03/2023,14/03/2023,7.3,35.27,Delivered,209,2
SH10822,Warehouse_NYC,Dallas,OnTrac,31/05/2023,04/06/2023,21.4,73.84,Delivered,350,4
SH10823,Warehouse_DEN,Minneapolis,DHL,18/01/2023,24/01/2023,50.2,326.57,Delivered,1802,6
SH10824,Warehouse_ATL,Minneapolis,USPS,19/10/2023,22/10/2023,5.8,120.42,Delivered,1093,3
SH10825,Warehouse_NYC,Atlanta,FedEx,13/11/2023,19/11/2023,9.7,162.42,Delivered,870,6
SH10826,Warehouse_LA,Los Angeles,FedEx,10/09/2023,14/09/2023,39.1,277.98,Delivered,1645,4
SH10827,Warehouse_NYC,Detroit,DHL,24/08/2023,26/08/2023,27.7,51.34,Delivered,121,2
SH10828,Warehouse_HOU,Atlanta,USPS,16/01/2023,18/01/2023,38.4,125.03,Delivered,800,2
SH10829,Warehouse_CHI,Detroit,OnTrac,03/02/2023,04/02/2023,0,35.85,Delivered,283,1
SH10830,Warehouse_HOU,Minneapolis,OnTrac,05/03/2023,06/03/2023,12.8,41.3,Delivered,205,1
SH10831,Warehouse_CHI,Chicago,USPS,22/04/2023,26/04/2023,42.2,271.44,Delivered,1943,4
SH10832,Warehouse_LA,Houston,Amazon Logistics,07/09/2023,10/09/2023,13.3,179.74,Delivered,1317,3
SH10833,Warehouse_MIA,New York,DHL,10/07/2023,11/07/2023,12.4,47.25,Delivered,237,1
SH10834,Warehouse_BOS,Detroit,USPS,25/02/2023,27/02/2023,12.2,70.06,Delivered,489,2
SH10835,Warehouse_CHI,Phoenix,LaserShip,20/06/2023,24/06/2023,28.6,223.2,Delivered,1752,4
SH10836,Warehouse_CHI,Miami,FedEx,22/05/2023,25/05/2023,12.3,199.26,Delivered,1350,3
SH10837,Warehouse_DEN,San Francisco,USPS,12/06/2023,16/06/2023,7.5,165.29,Delivered,1323,4
SH10838,Warehouse_BOS,San Francisco,OnTrac,19/08/2023,25/08/2023,10.4,45.53,Delivered,255,6
SH10839,Warehouse_LA,New York,UPS,24/09/2023,27/09/2023,33.5,88.12,Delivered,420,3
SH10840,Warehouse_CHI,Atlanta,LaserShip,13/08/2023,19/08/2023,16.9,192.93,Delivered,1506,6
SH10841,Warehouse_MIA,Phoenix,LaserShip,08/11/2023,13/11/2023,25.9,272,Delivered,1763,5
SH10842,Warehouse_BOS,Boston,FedEx,20/03/2023,24/03/2023,6.2,217.1,Delivered,1483,4
SH10843,Warehouse_ATL,Boston,FedEx,25/03/2023,30/03/2023,7.3,238.37,Delivered,1921,5
SH10844,Warehouse_SF,Atlanta,LaserShip,14/08/2023,19/08/2023,30.8,251.75,Delivered,1737,5
SH10845,Warehouse_BOS,Miami,OnTrac,20/01/2023,23/01/2023,3.6,68.65,Returned,560,3
SH10846,Warehouse_HOU,Dallas,OnTrac,08/01/2023,11/01/2023,63.5,192.27,Delivered,1118,3
SH10847,Warehouse_CHI,Detroit,FedEx,15/02/2023,16/02/2023,53.7,113.89,Delivered,283,1
SH10848,Warehouse_DEN,Seattle,Amazon Logistics,23/03/2023,29/03/2023,10.3,312.01,Delivered,2287,6
SH10849,Warehouse_NYC,Minneapolis,DHL,16/03/2023,19/03/2023,23.7,105.39,Delivered,475,3
SH10850,Warehouse_MIA,Atlanta,FedEx,16/12/2023,30/12/2023,12.4,55.37,Delayed,253,1
SH10851,Warehouse_CHI,Atlanta,UPS,15/10/2023,19/10/2023,21.5,163.13,Delivered,976,4
SH10852,Warehouse_HOU,Denver,FedEx,09/10/2023,12/10/2023,13.7,151.52,Delivered,1030,3
SH10853,Warehouse_BOS,Chicago,USPS,16/02/2023,20/02/2023,11.5,215.48,Delivered,1702,4
SH10854,Warehouse_DEN,Los Angeles,FedEx,24/12/2023,28/12/2023,7.2,340.75,Returned,2010,4
SH10855,Warehouse_HOU,Seattle,Amazon Logistics,27/02/2023,05/03/2023,12.9,311.31,Delivered,2323,6
SH10856,Warehouse_NYC,Detroit,Amazon Logistics,08/03/2023,13/03/2023,16.3,299.25,Delivered,2263,5
SH10857,Warehouse_SEA,Minneapolis,FedEx,14/11/2023,17/11/2023,8.3,166.12,Delivered,1054,3
SH10858,Warehouse_SF,Phoenix,FedEx,25/10/2023,29/10/2023,11.6,147.12,Delivered,905,4
SH10859,Warehouse_DEN,Atlanta,USPS,04/08/2023,09/08/2023,9.1,144.68,Delivered,1069,5
SH10860,Warehouse_BOS,Dallas,UPS,11/02/2023,17/02/2023,26.8,317.7,Delivered,2274,6
SH10861,Warehouse_SF,Atlanta,UPS,03/11/2023,05/11/2023,14.9,50,Delivered,161,2
SH10862,Warehouse_MIA,Houston,OnTrac,20/09/2023,24/09/2023,139.3,235.27,Delivered,547,4
SH10863,Warehouse_NYC,Boston,Amazon Logistics,13/05/2023,15/05/2023,85.2,135.67,Delivered,215,2
SH10864,Warehouse_HOU,Boston,FedEx,03/10/2023,09/10/2023,61.4,405.09,Delivered,2282,6
SH10865,Warehouse_ATL,Chicago,Amazon Logistics,23/08/2023,03/09/2023,72.5,350.54,Delayed,2411,7
SH10866,Warehouse_SEA,Dallas,DHL,29/06/2023,02/07/2023,26.8,176.88,Delivered,1008,3
SH10867,Warehouse_ATL,San Francisco,FedEx,08/07/2023,18/07/2023,34.2,93.52,Delayed,439,3
SH10869,Warehouse_MIA,Seattle,LaserShip,08/07/2023,13/07/2023,64,233.21,Delivered,1235,5
SH10870,Warehouse_ATL,Boston,Amazon Logistics,09/09/2023,13/09/2023,32.9,227.09,In Transit,1512,4
SH10871,Warehouse_MIA,Seattle,Amazon Logistics,04/06/2023,10/06/2023,81.9,300.38,Delivered,1836,6
SH10872,Warehouse_MIA,Boston,OnTrac,01/04/2023,08/04/2023,16.7,340.65,Delivered,2415,7
SH10873,Warehouse_SF,Seattle,Amazon Logistics,26/01/2023,01/02/2023,17.4,249.13,Delayed,1969,5
SH10874,Warehouse_DEN,Atlanta,OnTrac,30/07/2023,02/08/2023,108.8,204.71,Delivered,784,3
SH10875,Warehouse_ATL,San Francisco,LaserShip,28/01/2023,02/02/2023,25.7,227.68,Delivered,1687,5
SH10876,Warehouse_BOS,Houston,USPS,03/06/2023,08/06/2023,11.6,214.12,Delivered,1624,5
SH10877,Warehouse_ATL,San Francisco,Amazon Logistics,30/07/2023,01/08/2023,27.3,70.85,Delivered,337,2
SH10878,Warehouse_SF,Portland,Amazon Logistics,03/04/2023,08/04/2023,11.9,260.02,Delivered,2131,5
SH10879,Warehouse_ATL,Los Angeles,OnTrac,04/10/2023,09/10/2023,125.8,154.81,Delivered,144,5
SH10880,Warehouse_HOU,Phoenix,LaserShip,17/03/2023,21/03/2023,24.7,73.47,Delivered,371,4
SH10881,Warehouse_DEN,Minneapolis,USPS,26/07/2023,31/07/2023,22.8,287.85,Delivered,2393,5
SH10882,Warehouse_SF,Boston,DHL,08/05/2023,13/05/2023,18.1,236.64,Delivered,1504,5
SH10883,Warehouse_DEN,Chicago,Amazon Logistics,23/10/2023,30/10/2023,8.7,296.81,Delivered,2333,7
SH10884,Warehouse_SEA,Dallas,FedEx,26/10/2023,27/10/2023,27.5,68.71,Delivered,303,1
SH10885,Warehouse_HOU,Seattle,LaserShip,10/12/2023,15/12/2023,10.5,308.36,In Transit,2147,5
SH10886,Warehouse_DEN,New York,USPS,25/12/2023,06/01/2024,24.8,54.1,Delayed,118,1
SH10887,Warehouse_ATL,Boston,Amazon Logistics,17/11/2023,23/11/2023,42.3,378.62,Delivered,2282,6
SH10888,Warehouse_CHI,Atlanta,USPS,25/02/2023,04/03/2023,13.5,246,Delivered,2106,7
SH10889,Warehouse_LA,Phoenix,OnTrac,30/05/2023,02/06/2023,9.4,61.04,Delivered,373,3
SH10890,Warehouse_DEN,San Francisco,OnTrac,17/05/2023,21/05/2023,20.6,219.02,Delivered,1611,4
SH10891,Warehouse_NYC,Atlanta,LaserShip,15/10/2023,19/10/2023,75.7,211.3,Delivered,870,4
SH10892,Warehouse_SF,New York,LaserShip,30/11/2023,01/12/2023,11.3,29.98,Delivered,104,1
SH10893,Warehouse_SF,Dallas,OnTrac,17/11/2023,20/11/2023,10.5,154.75,Delivered,917,3
SH10894,Warehouse_LA,Houston,USPS,03/11/2023,06/11/2023,21,186.14,Delivered,1090,3
SH10895,Warehouse_CHI,Denver,UPS,24/12/2023,26/12/2023,28.7,188.12,Delivered,1000,2
SH10896,Warehouse_MIA,Portland,LaserShip,06/06/2023,08/06/2023,14.1,42.48,Delivered,181,2
SH10897,Warehouse_HOU,Phoenix,UPS,20/03/2023,27/03/2023,35.7,341.41,Delivered,2300,7
SH10898,Warehouse_SF,Denver,OnTrac,11/09/2023,16/09/2023,40.5,175.32,Delivered,1176,5
SH10899,Warehouse_HOU,Los Angeles,UPS,21/03/2023,05/04/2023,18.2,150.78,Delayed,915,3
SH10900,Warehouse_LA,Los Angeles,DHL,08/11/2023,23/11/2023,11.9,103,Delayed,495,6
SH10901,Warehouse_MIA,Minneapolis,DHL,15/11/2023,17/11/2023,24.4,146.91,Delivered,605,2
SH10902,Warehouse_LA,Dallas,DHL,25/11/2023,28/11/2023,18,271.66,Delivered,1435,3
SH10903,Warehouse_MIA,Los Angeles,Amazon Logistics,20/09/2023,25/09/2023,11.8,268.59,Delivered,1973,5
SH10904,Warehouse_CHI,Minneapolis,LaserShip,03/04/2023,06/04/2023,30.9,46.94,Delivered,106,3
SH10905,Warehouse_HOU,Miami,OnTrac,23/10/2023,26/10/2023,59.4,192.19,Delivered,1118,3
SH10906,Warehouse_SF,San Francisco,Amazon Logistics,28/11/2023,03/12/2023,40.3,208.84,Delivered,1034,5
SH10907,Warehouse_CHI,Seattle,FedEx,14/11/2023,19/11/2023,14,337,Delivered,1878,5
SH10908,Warehouse_SF,Seattle,DHL,15/04/2023,19/04/2023,33.7,302.22,Delivered,1819,4
SH10909,Warehouse_SF,Dallas,LaserShip,04/01/2023,12/01/2023,32,327.1,Delivered,2355,8
SH10910,Warehouse_SF,Boston,Amazon Logistics,12/02/2023,17/02/2023,15.9,308.5,Delivered,2282,5
SH10911,Warehouse_BOS,New York,LaserShip,20/10/2023,22/10/2023,31.6,74.81,Delivered,308,2
SH10912,Warehouse_SF,Portland,Amazon Logistics,09/10/2023,13/10/2023,16.5,169.6,Lost,1221,4
SH10913,Warehouse_BOS,Los Angeles,UPS,15/10/2023,29/10/2023,24.6,150.37,Delayed,852,4
SH10914,Warehouse_ATL,Houston,OnTrac,13/11/2023,16/11/2023,22.5,172.21,Delivered,945,3
SH10915,Warehouse_BOS,Phoenix,UPS,24/07/2023,30/07/2023,14,295.74,Delivered,2256,6
SH10916,Warehouse_NYC,Minneapolis,FedEx,28/10/2023,29/10/2023,8.1,81.18,Delivered,481,1
SH10917,Warehouse_BOS,Portland,Amazon Logistics,20/05/2023,24/05/2023,20,254.01,Delivered,1767,4
SH10918,Warehouse_MIA,Phoenix,FedEx,31/05/2023,07/06/2023,35.9,140.38,Delivered,788,7
SH10919,Warehouse_HOU,Minneapolis,DHL,09/08/2023,12/08/2023,22.5,171.17,Delivered,1017,3
SH10920,Warehouse_DEN,Seattle,UPS,08/01/2023,12/01/2023,17.6,242.22,Delivered,1577,4
SH10921,Warehouse_ATL,Detroit,DHL,18/03/2023,20/03/2023,12.9,74.16,In Transit,419,2
SH10922,Warehouse_HOU,Detroit,UPS,17/08/2023,23/08/2023,12.8,6229.12,Delivered,2490,6
SH10923,Warehouse_MIA,Phoenix,OnTrac,25/01/2023,26/01/2023,71.1,114.32,Delivered,167,1
SH10924,Warehouse_BOS,Houston,FedEx,23/08/2023,29/08/2023,13.6,326.71,Delivered,2328,6
SH10925,Warehouse_ATL,New York,OnTrac,29/04/2023,02/05/2023,24.2,107.33,Delivered,669,3
SH10926,Warehouse_SF,Denver,OnTrac,31/12/2023,02/01/2024,39.7,130.73,Delivered,468,2
SH10927,Warehouse_DEN,San Francisco,Amazon Logistics,06/03/2023,09/03/2023,9.4,84.83,Delivered,563,3
SH10928,Warehouse_MIA,Phoenix,Amazon Logistics,24/10/2023,28/10/2023,13.6,187.79,Delivered,1584,4
SH10929,Warehouse_SEA,Minneapolis,USPS,21/05/2023,26/05/2023,32.5,252.22,Delivered,2107,5
SH10930,Warehouse_MIA,Los Angeles,UPS,01/12/2023,05/12/2023,23.3,266.08,Delivered,1473,4
SH10931,Warehouse_NYC,Denver,DHL,23/06/2023,26/06/2023,88.7,196.15,Delivered,509,3
SH10932,Warehouse_ATL,Minneapolis,OnTrac,04/04/2023,06/04/2023,36.3,74.96,Delivered,253,2
SH10933,Warehouse_SF,Boston,OnTrac,02/09/2023,05/09/2023,36.5,128,Delivered,757,3
SH10934,Warehouse_SEA,San Francisco,USPS,27/04/2023,01/05/2023,26.9,221.1,Delivered,1796,4
SH10935,Warehouse_SEA,Seattle,FedEx,27/06/2023,02/07/2023,4.4,301.81,Delivered,2087,5
SH10936,Warehouse_BOS,Chicago,LaserShip,31/03/2023,03/04/2023,16.5,152.12,Delivered,1027,3
SH10937,Warehouse_ATL,Denver,FedEx,02/02/2023,09/02/2023,11.8,306.43,Delivered,2442,7
SH10938,Warehouse_SF,San Francisco,FedEx,06/12/2023,10/12/2023,22.4,162.76,Delivered,862,4
SH10939,Warehouse_HOU,Dallas,FedEx,17/07/2023,30/07/2023,9.3,108.95,Delayed,813,3
SH10940,Warehouse_DEN,Minneapolis,FedEx,29/01/2023,07/02/2023,40.9,307.96,Delivered,1805,9
SH10941,Warehouse_NYC,Minneapolis,FedEx,28/12/2023,07/01/2024,11.8,345.46,Delayed,1958,5
SH10942,Warehouse_SF,New York,Amazon Logistics,28/04/2023,04/05/2023,10.1,221.55,Delivered,1943,6
SH10943,Warehouse_CHI,Chicago,Amazon Logistics,01/11/2023,08/11/2023,8.9,390.8,Delivered,2441,7
SH10944,Warehouse_NYC,Phoenix,USPS,18/05/2023,18/04/2023,55.4,237.06,In Transit,1644,5
SH10945,Warehouse_HOU,Portland,LaserShip,07/10/2023,10/10/2023,7.1,164.49,Delivered,1336,3
SH10946,Warehouse_LA,Portland,UPS,23/01/2023,27/01/2023,45.4,172.09,Delivered,1050,4
SH10947,Warehouse_ATL,Atlanta,UPS,17/10/2023,23/10/2023,53.8,334.19,Delivered,2107,6
SH10948,Warehouse_MIA,Dallas,UPS,17/04/2023,19/04/2023,20,96.84,Delivered,517,2
SH10949,Warehouse_ATL,Dallas,UPS,17/11/2023,03/12/2023,47.6,267.76,Delayed,1263,4
SH10950,Warehouse_SF,Dallas,LaserShip,04/03/2023,07/03/2023,14.9,148,Delivered,1154,3
SH10951,Warehouse_ATL,San Francisco,OnTrac,20/07/2023,24/07/2023,62.4,118.11,Delivered,407,4
SH10952,Warehouse_NYC,Los Angeles,FedEx,21/08/2023,27/08/2023,28.3,318.34,Delivered,2076,6
SH10953,Warehouse_NYC,Denver,USPS,27/09/2023,03/10/2023,26.6,295.92,Delivered,2346,6
SH10954,Warehouse_BOS,Portland,Amazon Logistics,07/02/2023,09/02/2023,29.9,108.93,Delivered,576,2
SH10955,Warehouse_MIA,Atlanta,DHL,28/01/2023,02/02/2023,5.1,236.05,Delivered,1773,5
SH10956,Warehouse_DEN,Atlanta,LaserShip,21/06/2023,24/06/2023,24.3,160.77,In Transit,1144,3
SH10957,Warehouse_SEA,Boston,FedEx,06/09/2023,11/09/2023,75,402.46,Delivered,2200,5
SH10958,Warehouse_SEA,Denver,OnTrac,16/07/2023,21/07/2023,29.6,276.98,Delivered,2049,5
SH10959,Warehouse_HOU,Denver,OnTrac,04/12/2023,11/12/2023,3.2,140.8,Delivered,1030,7
SH10960,Warehouse_NYC,Dallas,DHL,05/04/2023,15/04/2023,18.9,196.91,Delivered,1319,10
SH10961,Warehouse_ATL,Miami,UPS,20/10/2023,22/10/2023,16.1,102.41,Delivered,625,2
SH10962,Warehouse_CHI,Detroit,OnTrac,19/02/2023,22/02/2023,36.7,80.24,Delivered,283,3
SH10963,Warehouse_DEN,Boston,LaserShip,25/08/2023,30/08/2023,49.6,169.64,Delivered,820,5
SH10965,Warehouse_ATL,San Francisco,DHL,13/06/2023,20/06/2023,24.2,318.03,In Transit,2036,7
SH10966,Warehouse_CHI,Atlanta,UPS,11/03/2023,15/03/2023,18.6,264.57,Delivered,1771,4
SH10967,Warehouse_BOS,Seattle,FedEx,19/05/2023,24/05/2023,26.6,302.89,Delivered,1841,5
SH10968,Warehouse_SEA,Denver,UPS,13/01/2023,17/01/2023,27.5,272.07,Delivered,1875,4
SH10969,Warehouse_HOU,Miami,FedEx,30/06/2023,02/07/2023,30.9,81.65,Delivered,297,2
SH10970,Warehouse_ATL,Phoenix,UPS,05/09/2023,09/09/2023,11.9,193.89,Delivered,1290,4
SH10971,Warehouse_BOS,Denver,OnTrac,13/08/2023,18/08/2023,16.3,25.2,Delivered,2033,5
SH10972,Warehouse_HOU,Houston,UPS,16/12/2023,23/12/2023,24.7,179.53,Delivered,974,7
SH10973,Warehouse_MIA,Portland,FedEx,21/10/2023,25/10/2023,32.3,233.32,Delivered,1492,4
SH10974,Warehouse_MIA,Miami,UPS,22/11/2023,11/12/2023,32,348,Delayed,2060,8
SH10975,Warehouse_DEN,New York,Amazon Logistics,08/07/2023,21/07/2023,20.2,248.02,Delayed,2051,5
SH10976,Warehouse_HOU,New York,UPS,03/06/2023,09/06/2023,17.7,309.3,Delivered,2198,6
SH10977,Warehouse_LA,Dallas,LaserShip,28/03/2023,31/03/2023,19.7,199,Delivered,1435,3
SH10978,Warehouse_DEN,Detroit,Amazon Logistics,13/12/2023,17/12/2023,23.1,221.08,Delivered,1280,4
SH10979,Warehouse_LA,New York,DHL,23/03/2023,07/04/2023,9.6,82.64,Delayed,490,4
SH10980,Warehouse_SEA,Los Angeles,USPS,15/09/2023,19/09/2023,7.9,161.43,Delivered,1355,4
SH10981,Warehouse_MIA,Portland,FedEx,22/03/2023,25/03/2023,16,178.47,Delivered,1288,3
SH10982,Warehouse_MIA,Seattle,DHL,04/04/2023,07/04/2023,66.1,217.51,Delivered,779,3
SH10983,Warehouse_MIA,Chicago,USPS,11/08/2023,17/08/2023,27,210.66,Lost,1555,6
SH10984,Warehouse_HOU,Miami,DHL,04/10/2023,08/10/2023,20,276.56,Delivered,1631,4
SH10985,Warehouse_CHI,Chicago,UPS,12/07/2023,16/07/2023,45,108.75,Delivered,400,4
SH10986,Warehouse_LA,Los Angeles,OnTrac,18/12/2023,24/12/2023,42.1,285.71,Delivered,1460,6
SH10987,Warehouse_SEA,Denver,LaserShip,02/05/2023,06/05/2023,27.6,151.22,Delayed,1095,3
SH10988,Warehouse_DEN,Atlanta,FedEx,16/05/2023,18/05/2023,16,70.65,Delivered,336,2
SH10989,Warehouse_LA,San Francisco,Amazon Logistics,18/12/2023,23/12/2023,19,224,Delivered,1524,5
SH10990,Warehouse_ATL,San Francisco,OnTrac,23/01/2023,26/01/2023,10.4,96.85,Delivered,762,3
SH10991,Warehouse_DEN,Seattle,FedEx,20/05/2023,26/05/2023,24.2,223.55,In Transit,1524,6
SH10992,Warehouse_HOU,Minneapolis,USPS,11/09/2023,13/09/2023,25.5,109.88,Delivered,688,2
SH10993,Warehouse_ATL,Detroit,DHL,25/06/2023,30/06/2023,20,357.86,Delivered,2339,5
SH10994,Warehouse_MIA,Portland,DHL,23/04/2023,29/04/2023,19.1,302.52,Delivered,2132,6
SH10995,Warehouse_BOS,Boston,OnTrac,27/12/2023,31/12/2023,8,211.44,Delivered,1257,4
SH10996,Warehouse_SEA,San Francisco,OnTrac,29/11/2023,03/12/2023,25.4,145.24,Delivered,749,4
SH10997,Warehouse_HOU,New York,Amazon Logistics,13/02/2023,16/02/2023,11.6,99.14,Delivered,773,3
SH10998,Warehouse_ATL,Denver,DHL,13/05/2023,16/05/2023,14.9,55.89,Delayed,228,2
SH10999,Warehouse_HOU,New York,LaserShip,14/11/2023,21/11/2023,19.4,348.76,Delivered,2417,7
SH11000,Warehouse_DEN,Chicago,FedEx,26/10/2023,29/10/2023,3.4,77.16,Delivered,500,3
SH11001,Warehouse_BOS,Detroit,USPS,16/01/2023,19/01/2023,50.5,116.2,Delivered,493,3
SH11002,Warehouse_ATL,Minneapolis,DHL,05/08/2023,19/08/2023,29.7,98.25,Delayed,456,1
SH11003,Warehouse_MIA,Los Angeles,Amazon Logistics,31/12/2023,05/01/2024,11.7,108.46,Delivered,612,5
SH11004,Warehouse_ATL,Atlanta,OnTrac,10/10/2023,15/10/2023,0.3,281.6,Delivered,2137,5
SH11005,Warehouse_SEA,Atlanta,DHL,27/10/2023,30/10/2023,27.6,157,Delivered,850,3
SH11006,Warehouse_CHI,Detroit,Amazon Logistics,20/08/2023,25/08/2023,6.9,39.81,Delayed,283,3
SH11007,Warehouse_DEN,Minneapolis,FedEx,07/03/2023,19/03/2023,5.4,184.97,Delayed,1364,6
SH11008,Warehouse_BOS,Phoenix,DHL,09/08/2023,15/08/2023,20.6,317.6,Delivered,1975,6
SH11009,Warehouse_NYC,Chicago,LaserShip,19/04/2023,22/04/2023,10.1,104.49,Delivered,790,3
SH11010,Warehouse_MIA,New York,DHL,30/10/2023,04/11/2023,17,252.92,Delivered,1685,5
SH11011,Warehouse_CHI,Denver,FedEx,15/09/2023,18/09/2023,30.9,179.89,Delivered,1000,3
SH11012,Warehouse_SEA,Houston,OnTrac,26/04/2023,02/05/2023,8.2,306.04,Delivered,2254,6
SH11013,Warehouse_LA,Atlanta,FedEx,11/06/2023,16/06/2023,37.6,305.62,Delivered,1761,5
SH11014,Warehouse_ATL,Denver,FedEx,28/05/2023,03/06/2023,78.7,309.33,Delivered,1394,6
SH11015,Warehouse_CHI,Los Angeles,USPS,26/11/2023,30/11/2023,59.8,203.1,Delivered,789,4
SH11016,Warehouse_MIA,Houston,LaserShip,14/08/2023,19/08/2023,21.4,113.32,Lost,790,5
