Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
5 Series,2024,Asia,Black,Diesel,Manual,4.7,89992,58039,5690,Low
M5,2015,North America,Blue,Hybrid,Manual,3.0,125141,99991,1488,Low
X3,2015,Africa,White,Petrol,Manual,4.6,85681,86575,4679,Low
i8,2011,Asia,White,Electric,Automatic,4.0,8046,81105,5228,Low
X5,2012,Africa,Red,Diesel,Automatic,4.5,159356,95654,1828,Low
3 Series,2013,South America,Red,Electric,Automatic,4.6,179809,64865,3265,Low
i3,2012,South America,Blue,Petrol,Automatic,1.7,78260,105095,6164,Low
i8,2011,Asia,Silver,Petrol,Manual,4.0,166848,106058,5301,Low
X3,2012,Asia,Grey,Diesel,Automatic,2.3,158244,111261,284,Low
X5,2023,Middle East,Red,Electric,Manual,5.0,92950,85039,9496,High
X1,2015,South America,Blue,Hybrid,Automatic,4.2,128634,113266,6137,Low
5 Series,2018,Middle East,Red,Petrol,Automatic,1.5,87185,35087,2871,Low
5 Series,2013,North America,Red,Petrol,Automatic,4.7,143243,105305,6494,Low
5 Series,2015,Middle East,Blue,Petrol,Automatic,2.5,143981,83556,3085,Low
M5,2010,Asia,Grey,Electric,Automatic,3.0,135955,79540,1484,Low
X6,2021,Middle East,Silver,Petrol,Manual,3.6,53586,117095,1979,Low
M3,2015,Asia,Silver,Hybrid,Automatic,4.7,61622,101460,4816,Low
M5,2021,Africa,Blue,Diesel,Automatic,4.7,148161,91636,4267,Low
7 Series,2012,Europe,White,Diesel,Automatic,3.5,122115,65545,2006,Low
M3,2018,Middle East,Silver,Hybrid,Manual,2.6,127649,75430,9214,High
3 Series,2013,Asia,Black,Electric,Automatic,2.5,50292,81693,847,Low
X1,2016,Middle East,Red,Diesel,Automatic,2.8,138085,72451,2622,Low
M3,2013,Middle East,Silver,Hybrid,Manual,2.1,95942,91704,5214,Low
X6,2020,North America,Blue,Electric,Automatic,3.8,64284,53793,4049,Low
i3,2015,Europe,Black,Petrol,Manual,3.3,132135,85683,2293,Low
i3,2023,South America,Blue,Petrol,Manual,4.2,58833,102721,4620,Low
X5,2016,Europe,Black,Diesel,Manual,1.8,73577,46368,6044,Low
M5,2011,South America,Red,Electric,Automatic,2.9,40377,57929,8790,High
3 Series,2019,South America,Blue,Petrol,Manual,2.3,31912,89732,7259,High
M3,2015,Africa,White,Petrol,Automatic,3.4,199434,78950,6351,Low
M5,2017,Africa,Silver,Electric,Automatic,3.1,199111,64681,1859,Low
X5,2024,North America,Grey,Hybrid,Automatic,3.1,59841,42649,5683,Low
i8,2022,Africa,White,Electric,Manual,2.6,7880,46729,4498,Low
X1,2022,Europe,Silver,Hybrid,Automatic,4.0,108262,42779,5608,Low
X6,2024,Middle East,Silver,Petrol,Manual,3.2,165416,80749,7642,High
M3,2021,South America,Black,Electric,Manual,2.2,64133,100576,5566,Low
i8,2015,South America,Silver,Petrol,Manual,3.4,121407,111016,4965,Low
7 Series,2011,Africa,Silver,Electric,Automatic,3.6,142236,60094,7800,High
5 Series,2013,Middle East,Silver,Petrol,Manual,1.6,140301,102219,4519,Low
X1,2010,Africa,Red,Electric,Manual,2.2,153319,97001,3746,Low
M3,2024,Asia,Red,Electric,Automatic,2.3,185010,45428,6509,Low
3 Series,2016,North America,Silver,Diesel,Manual,2.4,58158,93725,6603,Low
X1,2017,Africa,Black,Petrol,Manual,2.3,59126,40836,5365,Low
i8,2019,Africa,Silver,Hybrid,Automatic,2.5,176470,103808,7082,High
M5,2011,Middle East,Blue,Electric,Automatic,2.4,10864,109818,3651,Low
X3,2019,North America,Red,Electric,Automatic,4.6,46481,56993,1802,Low
X5,2024,South America,White,Electric,Automatic,2.6,114761,34985,7498,High
X6,2014,Europe,Red,Petrol,Automatic,2.7,29050,96142,8107,High
X5,2020,Asia,Grey,Electric,Manual,2.4,66297,86127,5730,Low
7 Series,2017,Africa,Black,Diesel,Automatic,4.9,67630,73911,4482,Low
7 Series,2020,Africa,White,Hybrid,Manual,3.4,20165,35665,896,Low
X5,2017,North America,Silver,Petrol,Automatic,3.6,128879,89202,3010,Low
X3,2024,Europe,Red,Electric,Manual,4.1,110076,90334,4298,Low
M5,2014,Middle East,White,Hybrid,Automatic,2.7,110411,50986,1654,Low
X6,2017,North America,Red,Diesel,Manual,4.9,57317,108097,5036,Low
i3,2023,Middle East,White,Hybrid,Automatic,2.0,192389,38916,5952,Low
M5,2015,North America,White,Petrol,Manual,3.1,96651,65715,8982,High
i3,2024,Asia,Black,Diesel,Manual,2.0,184065,38091,2154,Low
5 Series,2024,South America,Silver,Hybrid,Automatic,4.3,185080,80403,9759,High
X3,2014,Asia,Grey,Petrol,Manual,1.9,196044,85915,9458,High
X1,2022,North America,Silver,Hybrid,Manual,3.4,14923,107815,6157,Low
M3,2023,Middle East,Silver,Electric,Manual,1.9,37016,106528,7916,High
5 Series,2020,Europe,Black,Electric,Automatic,3.1,128023,95626,1379,Low
M3,2013,Middle East,Black,Hybrid,Manual,2.5,178238,49080,985,Low
M3,2014,Asia,Grey,Electric,Automatic,4.7,183213,98145,7299,High
M5,2021,South America,Black,Hybrid,Manual,1.7,14496,52408,3361,Low
7 Series,2013,North America,Grey,Hybrid,Automatic,3.8,155402,36811,8165,High
M5,2010,Asia,Red,Electric,Manual,3.9,32088,78850,9089,High
7 Series,2012,Middle East,Grey,Hybrid,Manual,4.6,125043,105704,1891,Low
3 Series,2017,Europe,Red,Hybrid,Automatic,4.6,73265,67861,5196,Low
i3,2016,Africa,White,Petrol,Manual,4.9,83140,47925,4598,Low
X1,2021,North America,Black,Electric,Manual,2.4,64107,54819,3327,Low
X6,2024,Europe,White,Petrol,Automatic,2.5,112753,111022,5241,Low
7 Series,2016,Asia,White,Hybrid,Automatic,2.9,68334,103255,877,Low
X1,2020,Europe,Silver,Petrol,Automatic,3.4,75967,54829,5711,Low
X6,2012,Africa,Grey,Diesel,Automatic,2.8,126817,85803,7751,High
X6,2018,Asia,Blue,Petrol,Automatic,4.1,160334,90510,2296,Low
3 Series,2024,Middle East,Blue,Hybrid,Automatic,1.5,102072,68832,8555,High
X3,2015,Africa,Blue,Diesel,Automatic,1.6,41749,46236,9058,High
X5,2017,Africa,Blue,Hybrid,Automatic,4.0,194838,31879,5857,Low
X5,2017,Asia,Red,Electric,Manual,4.6,158437,60020,3313,Low
5 Series,2012,Asia,Silver,Electric,Manual,4.2,143405,88859,6392,Low
M3,2013,Africa,Red,Diesel,Manual,1.9,32965,117701,668,Low
X5,2023,Africa,White,Diesel,Manual,4.8,185235,94354,7535,High
X3,2015,South America,White,Petrol,Manual,3.3,125408,94836,2912,Low
i8,2011,Asia,Black,Petrol,Manual,4.1,5529,95550,371,Low
M3,2021,Africa,White,Petrol,Manual,2.2,99774,56790,5388,Low
X5,2021,Africa,Grey,Hybrid,Manual,3.4,86245,74197,2995,Low
M5,2020,North America,Red,Petrol,Manual,2.7,155773,30261,8077,High
5 Series,2021,Asia,White,Electric,Automatic,4.9,155410,117570,3048,Low
X5,2016,Africa,Grey,Hybrid,Automatic,3.2,44803,51072,109,Low
X3,2011,Asia,Black,Petrol,Automatic,4.1,166983,79071,4510,Low
X1,2020,Middle East,Black,Hybrid,Manual,3.6,148187,41108,5940,Low
X5,2014,Middle East,Grey,Electric,Automatic,1.8,52138,55516,8985,High
M5,2021,Africa,Blue,Petrol,Automatic,3.4,101331,34627,3924,Low
i8,2013,Asia,Blue,Electric,Manual,3.4,124274,46841,3280,Low
X1,2018,South America,White,Petrol,Manual,4.0,34295,44559,230,Low
3 Series,2022,Africa,White,Hybrid,Automatic,2.6,41113,57975,9543,High
i3,2022,Asia,Red,Electric,Manual,4.5,57135,31120,5935,Low
3 Series,2024,Europe,Grey,Electric,Manual,3.7,187551,58608,3191,Low
M5,2011,Europe,Black,Electric,Automatic,1.6,94578,76233,3983,Low
7 Series,2016,Asia,Black,Electric,Automatic,4.0,160605,72473,9419,High
7 Series,2022,South America,White,Electric,Automatic,4.7,102549,81311,432,Low
X6,2016,South America,Silver,Diesel,Automatic,3.9,152114,78565,7176,High
X6,2016,South America,White,Diesel,Manual,2.8,159860,118831,1528,Low
X6,2010,North America,Silver,Petrol,Manual,3.6,15775,45553,5388,Low
X6,2017,Middle East,Red,Diesel,Automatic,2.1,174803,38255,6379,Low
M5,2011,Africa,Grey,Hybrid,Automatic,3.6,124429,111553,6039,Low
X1,2024,Africa,Black,Hybrid,Manual,3.3,147456,71632,595,Low
X1,2024,Middle East,Red,Hybrid,Automatic,1.6,115562,36793,3864,Low
i3,2014,Africa,Blue,Hybrid,Manual,2.6,48923,116405,2865,Low
M5,2011,Asia,Silver,Hybrid,Automatic,2.2,93360,80160,3599,Low
7 Series,2022,North America,White,Hybrid,Automatic,2.9,129146,31702,3070,Low
X5,2014,Africa,Black,Electric,Automatic,2.3,181692,31533,6389,Low
X1,2016,North America,Silver,Electric,Manual,4.4,117411,107864,1285,Low
X5,2015,Asia,Red,Diesel,Automatic,3.9,133407,81370,9182,High
X1,2022,Africa,Red,Hybrid,Manual,4.1,43926,98728,4962,Low
i8,2024,Middle East,White,Diesel,Automatic,2.8,99026,72571,1378,Low
M3,2021,North America,Blue,Electric,Automatic,1.5,37110,117742,9818,High
X3,2014,Europe,Black,Electric,Automatic,2.3,102829,35464,5530,Low
M3,2013,South America,Grey,Petrol,Automatic,4.1,154768,47781,410,Low
i3,2017,North America,Blue,Hybrid,Manual,3.6,175796,103282,9009,High
M5,2020,Europe,Silver,Petrol,Manual,3.4,25968,90720,6903,Low
5 Series,2023,Asia,Silver,Hybrid,Automatic,2.5,181043,119988,4090,Low
X1,2017,Asia,Grey,Petrol,Manual,1.8,118193,52401,2681,Low
M3,2010,South America,White,Petrol,Manual,4.2,70441,63212,4263,Low
7 Series,2019,Africa,Black,Electric,Automatic,1.6,68721,72802,6193,Low
X6,2011,Asia,Grey,Electric,Automatic,1.7,191549,95300,8992,High
i3,2012,Europe,Blue,Diesel,Manual,2.5,73751,48188,7360,High
i8,2022,Middle East,Silver,Hybrid,Automatic,3.5,49541,96024,686,Low
X3,2010,North America,Blue,Hybrid,Manual,5.0,134226,44587,8632,High
7 Series,2020,South America,Red,Petrol,Manual,1.8,51826,43973,7148,High
X3,2012,Europe,Red,Diesel,Automatic,3.2,97874,109897,4494,Low
5 Series,2019,Europe,Black,Hybrid,Automatic,3.6,187884,76115,996,Low
M5,2021,Europe,Grey,Hybrid,Automatic,4.4,2674,72220,7100,High
X1,2017,South America,White,Diesel,Automatic,3.9,77899,110374,9368,High
i3,2013,South America,Red,Hybrid,Automatic,4.3,139423,113779,5343,Low
X1,2022,South America,Silver,Electric,Automatic,3.3,155711,91151,5818,Low
M5,2022,Europe,White,Hybrid,Manual,3.0,197343,35794,5274,Low
i3,2016,Middle East,Red,Petrol,Automatic,3.7,162982,79676,6350,Low
5 Series,2016,South America,Blue,Petrol,Manual,4.7,110721,112156,3041,Low
M3,2020,Africa,Silver,Hybrid,Manual,3.4,148886,32903,5043,Low
X6,2014,Africa,Black,Petrol,Manual,3.6,146118,90752,802,Low
i3,2021,South America,Silver,Diesel,Automatic,2.7,93267,94908,1737,Low
X1,2010,South America,White,Hybrid,Automatic,3.6,175651,112242,9442,High
i8,2019,South America,Red,Electric,Manual,3.7,189115,55616,7575,High
M5,2013,Middle East,Black,Diesel,Manual,4.1,69044,98944,3782,Low
M3,2016,South America,Black,Hybrid,Manual,3.5,147472,75703,4068,Low
M5,2023,Middle East,White,Diesel,Automatic,2.2,188666,37527,8164,High
5 Series,2014,Middle East,Silver,Hybrid,Automatic,3.5,129523,40253,5953,Low
i8,2011,Europe,Black,Electric,Manual,2.5,53863,83727,7396,High
M5,2023,Middle East,Black,Diesel,Manual,1.8,144214,53253,4032,Low
M5,2017,Asia,Silver,Diesel,Manual,4.4,116173,70910,4784,Low
M3,2011,Africa,Red,Diesel,Manual,1.7,153929,56383,4783,Low
5 Series,2020,South America,Grey,Petrol,Manual,3.7,126957,44492,1788,Low
X5,2017,Europe,Red,Diesel,Automatic,5.0,79296,32861,6894,Low
i3,2022,Asia,White,Hybrid,Automatic,1.8,159480,93155,8998,High
i3,2020,Asia,Black,Electric,Manual,2.3,18285,69059,4559,Low
M3,2011,Africa,Black,Diesel,Manual,4.2,3536,81877,5560,Low
i3,2020,North America,Black,Petrol,Automatic,1.8,196903,49857,6632,Low
X6,2014,North America,Silver,Hybrid,Manual,4.4,13517,67210,734,Low
5 Series,2013,Middle East,Red,Electric,Automatic,1.5,53552,110133,9355,High
X3,2010,Middle East,White,Electric,Automatic,4.6,167689,101732,3936,Low
X6,2023,Middle East,Blue,Diesel,Manual,1.7,29905,58246,2029,Low
i8,2021,North America,Black,Electric,Automatic,4.7,28834,108790,1058,Low
X1,2017,North America,Blue,Petrol,Manual,4.5,75145,85280,8449,High
X1,2019,South America,Grey,Diesel,Manual,3.4,4906,59315,2567,Low
X1,2021,North America,White,Petrol,Automatic,4.2,74447,94895,7368,High
X3,2012,Middle East,Black,Petrol,Automatic,1.8,185744,49483,1720,Low
X5,2022,Asia,White,Electric,Automatic,2.0,105463,55407,6879,Low
X1,2013,South America,Black,Hybrid,Manual,2.8,189990,59215,1839,Low
i3,2013,South America,Blue,Hybrid,Manual,3.4,2097,55392,6960,Low
M5,2014,Asia,Grey,Petrol,Manual,4.5,103515,65337,6515,Low
X3,2012,Africa,Red,Hybrid,Manual,3.4,167752,45611,6391,Low
7 Series,2018,South America,Red,Petrol,Manual,3.8,196051,40022,9674,High
M3,2013,South America,Silver,Electric,Automatic,3.9,108492,69899,9948,High
X6,2023,Africa,Red,Petrol,Manual,4.6,4512,106320,5144,Low
i3,2019,Asia,Red,Hybrid,Manual,4.2,35618,109559,3255,Low
X6,2024,North America,Black,Diesel,Manual,4.9,138134,97221,7539,High
3 Series,2020,South America,Red,Diesel,Automatic,1.6,50038,72018,6576,Low
i3,2020,Europe,Blue,Petrol,Automatic,2.2,145158,112475,5030,Low
i3,2013,North America,White,Diesel,Manual,4.8,6158,113812,355,Low
X5,2015,Africa,Red,Petrol,Automatic,4.3,76964,89025,2985,Low
5 Series,2024,Europe,Silver,Diesel,Automatic,2.4,190921,98651,1195,Low
3 Series,2017,Europe,Red,Electric,Automatic,4.9,67899,48559,4250,Low
M3,2022,North America,Black,Diesel,Automatic,4.5,26545,56404,2774,Low
M3,2016,South America,White,Electric,Automatic,1.7,2668,36889,7777,High
X5,2013,Middle East,Black,Hybrid,Manual,4.3,135436,77112,4906,Low
i3,2013,Asia,Silver,Diesel,Manual,4.2,26770,43184,2895,Low
X1,2014,North America,Black,Petrol,Automatic,2.3,96751,39083,5467,Low
X3,2019,Middle East,Grey,Diesel,Automatic,3.8,39216,90148,4867,Low
M3,2014,Middle East,Grey,Electric,Manual,4.9,27926,101051,6393,Low
i8,2021,Middle East,Blue,Petrol,Automatic,3.9,117814,73651,3744,Low
7 Series,2010,Africa,Black,Diesel,Automatic,4.3,32654,64755,3635,Low
i8,2022,Asia,Grey,Hybrid,Manual,1.8,126473,44280,4571,Low
i8,2017,Europe,White,Electric,Automatic,4.0,50291,97341,7111,High
i8,2019,Europe,Red,Electric,Manual,2.2,161127,58489,1754,Low
7 Series,2022,Middle East,Black,Petrol,Manual,1.8,55480,87361,7516,High
i3,2014,Asia,Blue,Diesel,Manual,3.4,156215,69993,324,Low
7 Series,2012,Africa,Blue,Diesel,Automatic,4.1,93763,88095,9180,High
M3,2012,North America,Black,Diesel,Automatic,3.4,162106,69386,8330,High
X3,2013,Africa,Silver,Electric,Manual,4.8,17539,98882,7154,High
M5,2021,Africa,Red,Petrol,Automatic,3.9,159886,103366,1094,Low
X3,2016,Africa,Blue,Diesel,Automatic,1.9,175774,44135,5198,Low
M5,2014,Middle East,Blue,Petrol,Automatic,4.8,59083,111229,9608,High
7 Series,2010,Europe,Grey,Diesel,Automatic,2.0,34976,56557,1010,Low
M3,2023,South America,Black,Diesel,Manual,4.2,81147,104816,1383,Low
X6,2021,South America,Blue,Hybrid,Manual,2.0,166337,33283,8834,High
3 Series,2022,Asia,Silver,Electric,Manual,5.0,70483,73434,3308,Low
X6,2014,Asia,Grey,Petrol,Automatic,2.7,58359,54918,4216,Low
3 Series,2023,Europe,White,Petrol,Automatic,3.2,535,32266,2508,Low
X5,2014,North America,Grey,Hybrid,Automatic,3.1,75917,80856,1189,Low
M3,2015,North America,Grey,Diesel,Automatic,1.9,48740,38734,1420,Low
X3,2023,Europe,Blue,Electric,Manual,3.2,10152,87945,2163,Low
i8,2016,Africa,Silver,Electric,Manual,2.0,56468,86067,406,Low
M3,2014,Africa,White,Petrol,Manual,4.3,60191,110734,4482,Low
X3,2024,Asia,White,Hybrid,Manual,4.9,159359,51069,7731,High
M3,2022,Africa,Grey,Diesel,Automatic,4.3,121396,111142,3825,Low
M3,2020,Europe,Grey,Diesel,Automatic,3.0,42981,49366,965,Low
M5,2023,Middle East,White,Petrol,Automatic,1.5,57847,64989,5121,Low
X1,2011,Europe,Red,Diesel,Automatic,1.6,2646,98911,4487,Low
X6,2023,Africa,White,Petrol,Manual,3.2,66268,36097,9837,High
i8,2011,North America,Silver,Hybrid,Manual,3.9,47309,116929,1198,Low
i8,2022,Europe,Grey,Electric,Manual,4.4,150214,80005,7893,High
X5,2013,Africa,Blue,Hybrid,Manual,3.6,129686,114175,8536,High
X1,2010,Middle East,Black,Petrol,Automatic,4.9,44964,41315,2187,Low
5 Series,2016,Asia,Black,Diesel,Manual,3.2,19844,101086,8750,High
5 Series,2022,Europe,Grey,Diesel,Manual,3.6,43049,94755,2037,Low
M5,2010,Middle East,White,Electric,Manual,2.3,198892,38972,2057,Low
X3,2012,Africa,Red,Electric,Manual,2.7,133831,37021,4503,Low
X1,2019,Middle East,White,Diesel,Automatic,3.9,145915,93982,4263,Low
i3,2016,Middle East,Red,Electric,Manual,3.6,57943,41857,4036,Low
X6,2020,South America,Black,Petrol,Automatic,2.8,124312,70220,4062,Low
i8,2021,Europe,Red,Diesel,Manual,1.9,75053,72454,1186,Low
X1,2021,Middle East,Silver,Hybrid,Automatic,2.7,124698,91878,4068,Low
X1,2015,South America,Silver,Electric,Automatic,1.7,41055,102759,8008,High
3 Series,2024,Africa,Blue,Hybrid,Manual,3.5,119739,84822,5822,Low
X1,2024,Middle East,Grey,Petrol,Automatic,2.6,112651,54951,1216,Low
3 Series,2016,North America,Red,Hybrid,Manual,2.8,6767,63061,575,Low
X3,2014,South America,Grey,Hybrid,Manual,3.5,138374,60769,8252,High
X6,2017,South America,Red,Diesel,Manual,3.5,151980,80868,3953,Low
M5,2015,Europe,Black,Petrol,Automatic,3.6,81799,106499,924,Low
X5,2021,South America,Grey,Electric,Automatic,3.2,150939,45814,8266,High
7 Series,2013,Middle East,White,Hybrid,Automatic,3.2,67629,90449,6153,Low
3 Series,2023,Africa,Red,Petrol,Automatic,4.4,25276,113582,9893,High
3 Series,2020,Europe,Silver,Electric,Manual,3.1,136047,78249,1329,Low
i3,2010,Asia,Black,Hybrid,Automatic,3.4,78375,31452,8231,High
X1,2011,South America,Blue,Diesel,Automatic,5.0,69409,104161,6873,Low
M5,2021,North America,Blue,Hybrid,Manual,2.1,174451,63586,6087,Low
i8,2015,Middle East,Grey,Hybrid,Manual,4.0,64794,58791,6636,Low
i3,2013,Europe,Blue,Hybrid,Manual,3.2,157593,53890,8099,High
X6,2012,South America,Red,Diesel,Manual,4.4,139658,66994,2823,Low
i8,2016,Asia,Grey,Petrol,Automatic,2.9,23040,69429,4036,Low
X1,2016,Asia,Silver,Petrol,Manual,2.6,28820,112351,3198,Low
X1,2011,North America,Silver,Diesel,Automatic,2.2,113354,41618,3100,Low
X3,2017,South America,Red,Electric,Automatic,4.6,153814,110799,1342,Low
X6,2024,Europe,Red,Hybrid,Automatic,4.0,34371,41110,5334,Low
M3,2024,Asia,Black,Hybrid,Manual,1.8,126593,84762,4076,Low
7 Series,2020,Europe,Black,Petrol,Automatic,4.0,94171,86292,7123,High
X3,2010,Asia,Blue,Electric,Automatic,1.6,38709,101916,327,Low
i3,2020,Africa,Blue,Diesel,Manual,2.1,129928,31041,6867,Low
M5,2019,Middle East,Blue,Petrol,Manual,3.6,12778,101478,7140,High
X3,2016,Europe,Black,Electric,Manual,3.1,44681,89140,987,Low
M3,2019,North America,White,Electric,Manual,4.4,15362,83153,2420,Low
5 Series,2021,South America,White,Diesel,Manual,3.6,165662,44247,1398,Low
3 Series,2010,North America,White,Electric,Automatic,4.9,192610,70917,8862,High
i8,2022,Africa,Red,Petrol,Manual,4.5,171395,46202,5658,Low
7 Series,2021,North America,Red,Diesel,Automatic,2.7,70278,46464,3738,Low
3 Series,2024,Middle East,Red,Diesel,Automatic,4.4,98063,85782,4881,Low
i3,2023,North America,White,Petrol,Automatic,4.5,105487,99014,290,Low
X3,2012,Europe,Red,Hybrid,Automatic,4.9,117083,110129,1920,Low
7 Series,2012,Middle East,Red,Hybrid,Automatic,1.5,191078,103759,4982,Low
i8,2019,South America,Red,Petrol,Manual,4.6,67953,77670,618,Low
X3,2023,South America,White,Diesel,Manual,1.7,189163,60406,381,Low
5 Series,2011,South America,Blue,Electric,Manual,3.3,121532,48701,3498,Low
X6,2023,Africa,Blue,Diesel,Manual,3.0,196268,49813,9694,High
3 Series,2019,South America,Blue,Electric,Manual,4.7,12511,109253,3456,Low
X1,2022,Asia,White,Diesel,Automatic,2.9,101461,32665,3319,Low
M5,2014,North America,White,Petrol,Automatic,3.6,120507,71878,7254,High
5 Series,2013,Asia,Grey,Diesel,Automatic,3.9,171645,106946,1549,Low
3 Series,2022,Africa,Red,Electric,Manual,1.6,175083,49264,4280,Low
X3,2015,Asia,Black,Petrol,Automatic,3.6,138939,70994,6368,Low
X1,2011,South America,Silver,Electric,Manual,3.3,79480,118917,4021,Low
X5,2023,Asia,Black,Petrol,Manual,3.6,196449,83215,5468,Low
i3,2013,North America,Red,Electric,Automatic,1.8,77671,96001,7924,High
X1,2021,Asia,Red,Petrol,Manual,1.7,126111,51730,6751,Low
7 Series,2016,Europe,Grey,Diesel,Automatic,2.1,81656,117734,9550,High
M3,2010,Middle East,Silver,Hybrid,Manual,4.5,106583,111056,9193,High
X1,2022,South America,Grey,Diesel,Automatic,2.7,9863,89134,5979,Low
X3,2020,Middle East,Black,Diesel,Manual,3.0,151982,78708,2849,Low
5 Series,2012,Middle East,Grey,Petrol,Automatic,2.9,138449,46581,7582,High
X1,2010,North America,White,Hybrid,Manual,4.0,111339,117540,2686,Low
3 Series,2011,South America,White,Diesel,Manual,2.4,54344,62071,6025,Low
X3,2018,North America,Black,Hybrid,Automatic,1.7,108417,59594,8056,High
X5,2019,Asia,Blue,Diesel,Manual,2.8,2546,84884,3632,Low
M3,2014,Europe,Red,Diesel,Manual,4.0,139003,110738,3785,Low
7 Series,2022,Asia,Black,Electric,Manual,4.7,73354,110733,844,Low
i3,2013,Europe,Blue,Diesel,Manual,1.7,128723,68777,6777,Low
X1,2021,Asia,Grey,Hybrid,Manual,4.3,110956,79973,3117,Low
M5,2013,Europe,Silver,Diesel,Manual,1.7,89345,43179,5781,Low
7 Series,2017,South America,Black,Hybrid,Automatic,2.7,194395,71493,8114,High
7 Series,2021,South America,White,Electric,Automatic,1.6,44190,116548,2893,Low
X3,2012,South America,Red,Diesel,Automatic,4.7,119010,46749,2649,Low
i8,2024,Middle East,White,Petrol,Manual,4.0,17161,89220,7223,High
i8,2021,Asia,Grey,Petrol,Manual,2.8,77264,67009,960,Low
X6,2021,Middle East,Grey,Hybrid,Automatic,2.8,29242,75453,3525,Low
M5,2013,Asia,Silver,Electric,Manual,3.7,166250,88345,1447,Low
i3,2011,South America,Red,Petrol,Automatic,1.8,168165,74391,9590,High
3 Series,2015,Middle East,Grey,Petrol,Manual,2.0,147057,110398,8882,High
7 Series,2021,Africa,Grey,Petrol,Automatic,4.5,164998,70542,5681,Low
X6,2018,Africa,Silver,Hybrid,Manual,2.2,69924,31782,5346,Low
M3,2021,Middle East,Blue,Electric,Automatic,4.0,171788,36405,7330,High
M3,2013,Africa,Black,Diesel,Manual,2.3,68469,119857,7601,High
5 Series,2020,Asia,Grey,Petrol,Automatic,1.8,196505,48692,4776,Low
5 Series,2015,North America,Red,Electric,Manual,4.7,11266,70919,7681,High
i3,2013,Asia,Red,Electric,Automatic,4.7,85924,106573,5714,Low
X1,2023,Asia,Red,Electric,Manual,3.6,143126,40338,2150,Low
X3,2011,South America,Silver,Diesel,Automatic,3.1,82691,82014,4305,Low
M5,2022,Asia,White,Electric,Manual,3.4,75679,56733,4540,Low
5 Series,2023,South America,Red,Petrol,Automatic,2.9,32364,53521,6051,Low
5 Series,2015,Middle East,Black,Diesel,Automatic,4.2,135569,117652,1408,Low
i8,2021,Asia,Blue,Electric,Automatic,4.1,28800,43070,4089,Low
X5,2016,Europe,Black,Electric,Automatic,4.4,135254,96814,5849,Low
M3,2013,Asia,Grey,Electric,Automatic,3.3,24427,57553,3059,Low
i8,2021,South America,Grey,Diesel,Automatic,4.3,99203,88770,6728,Low
M3,2020,Middle East,White,Diesel,Manual,2.0,168165,109367,2984,Low
X1,2016,Asia,Silver,Hybrid,Automatic,1.6,107585,95016,1803,Low
7 Series,2022,Middle East,Black,Diesel,Manual,3.8,50511,119829,4688,Low
3 Series,2020,Asia,Grey,Petrol,Automatic,1.9,4456,102075,1878,Low
X6,2017,Middle East,Blue,Petrol,Automatic,3.4,163220,79440,2130,Low
3 Series,2020,Middle East,Grey,Diesel,Automatic,4.0,160916,43600,834,Low
i3,2012,Asia,Grey,Petrol,Manual,2.9,51905,41313,9382,High
i8,2024,South America,White,Diesel,Manual,1.7,186879,113382,8695,High
i3,2011,North America,Black,Diesel,Manual,4.6,15667,104766,4349,Low
i3,2014,Africa,White,Diesel,Manual,1.7,114979,88679,3012,Low
X5,2011,Middle East,Black,Petrol,Automatic,4.7,36678,107809,6250,Low
M5,2019,Europe,Grey,Petrol,Manual,1.7,116110,96258,1382,Low
5 Series,2014,Africa,Silver,Electric,Automatic,4.1,198984,114877,4330,Low
3 Series,2019,Middle East,Black,Petrol,Manual,4.7,189951,78094,3427,Low
3 Series,2024,Africa,Blue,Electric,Automatic,4.7,186752,93113,7833,High
i3,2022,Asia,Silver,Diesel,Manual,4.6,161807,47862,8546,High
5 Series,2015,Europe,Silver,Electric,Automatic,4.6,113622,97478,4620,Low
M3,2017,North America,Grey,Diesel,Manual,3.3,157677,37433,3950,Low
X1,2015,North America,Black,Diesel,Automatic,3.5,7895,52242,5536,Low
7 Series,2013,South America,White,Diesel,Manual,3.7,72585,88448,7157,High
X6,2012,Middle East,Red,Hybrid,Automatic,4.6,138278,117892,7653,High
M3,2023,Asia,Red,Electric,Manual,4.4,166383,84173,4652,Low
M5,2023,Middle East,Red,Petrol,Manual,4.2,61450,83890,2643,Low
7 Series,2011,North America,White,Diesel,Manual,3.9,153629,61812,5304,Low
M3,2022,Africa,Black,Electric,Manual,3.7,8096,51254,5368,Low
5 Series,2010,Europe,Black,Diesel,Manual,4.7,117125,90928,1941,Low
X1,2011,Africa,Red,Diesel,Manual,2.2,77290,34043,5438,Low
X1,2011,South America,Black,Hybrid,Manual,2.2,170363,109682,7569,High
X3,2024,Europe,Grey,Electric,Automatic,4.9,127665,35010,9740,High
5 Series,2014,Asia,Grey,Diesel,Manual,3.4,107983,53869,4835,Low
X3,2018,North America,Red,Diesel,Manual,3.2,76720,82375,4315,Low
5 Series,2010,Europe,Blue,Petrol,Manual,4.5,113531,43718,9990,High
i8,2013,Middle East,Black,Hybrid,Automatic,4.5,68628,93423,7578,High
i8,2019,Asia,Grey,Hybrid,Manual,2.1,64835,112646,1181,Low
